Country,Business,Partner Name,Partner Product Name,BI Product Name
Portugal,Animal Health,"Lobo, Alves, Amaral - Siloal",EURICAN PIRO  ,EURICAN PIRO INJVI/ 1/1DS PT
Portugal,Animal Health,"Lobo, Alves, Amaral - Siloal",GLUCANTIME 300MG/ML  5*5ML,GLUCANTIME INJVI/5ML 5*1/300MG/ML PT
Portugal,Animal Health,"Lobo, Alves, Amaral - Siloal",NEXGARD 3CP  11MG CAO 02-04KG  S,NEXGARD DOG S CHWTA/ 3/113MG ES/PT
Portugal,Animal Health,"Lobo, Alves, Amaral - Siloal",NEXGARD 3CP  28MG CAO 04-10KG  M,NEXGARD DOG M CHWTA/ 3/283MG ES/PT
Portugal,Animal Health,"Lobo, Alves, Amaral - Siloal",NEXGARD 3CP  68MG CAO 10-25KG  L,NEXGARD DOG L CHWTA/ 3/68MG ES/PT
Portugal,Animal Health,"Lobo, Alves, Amaral - Siloal",NEXGARD 3CP 136MG CAO 25-50KG  XL,NEXGARD DOG XL CHWTA/ 3/136MG ES/PT
Portugal,Animal Health,Agrofauna,Nexgard  xl 3 comp 25 a 50kg,NEXGARD DOG XL CHWTA/ 3/136MG ES/PT
Portugal,Animal Health,Agrofauna,Nexgard  l 3 comp 10 a 25kg,NEXGARD DOG L CHWTA/ 3/68MG ES/PT
Portugal,Animal Health,Agrofauna,Nexgard  m  3comp 4 a 10kg,NEXGARD DOG M CHWTA/ 3/283MG ES/PT
Portugal,Animal Health,Agrofauna,Nexgard s 3comp 2 a 4kg,NEXGARD DOG S CHWTA/ 3/113MG ES/PT
Portugal,Animal Health,Agrofauna,Eurican piro 1 ds aim 347/9),EURICAN PIRO INJVI/3ML 1/1DS PT
Portugal,Animal Health,Agrofauna,Senvelgo solucao oral 30ml,SENVELGO LIQUI/30ML 1/15MG/ML ES/PT
Portugal,Animal Health,Agrofauna,Glucantime 5x5ml,GLUCANTIME INJVI/5ML 5*1/300MG/ML PT
Portugal,Animal Health,Agrofauna,Purevax rcp susp inj 10 unid,PUREVAX RCP INJVI/3ML 10/1DS ES
Portugal,Animal Health,Agrofauna,Purevax rcp  ch 10ds aim:c739/05,PUREVAX RCPCH INJVI/3ML 10/1DS ES
Portugal,Animal Health,Agrofauna,Purevax felv susp inj 10 unid,PUREVAX FELV INJVI/3ML 10/1DS ES
Portugal,Animal Health,Agrofauna,Eurican dappi l multi  cx 10ds,EURDAPPI L MUL INJSC/3ML 10/1DS FR
Portugal,Animal Health,Agrofauna,Eurican dappi lr susp inj 10 unid,EURIC DAPPI LR INJVI/3ML 10/1DS FR
Portugal,Animal Health,Agrofauna,Nexgard spectra  m 75-15kg 3comp,NEXGARD SPEC M CHWTA/ 3/375+75MG ES/
Portugal,Animal Health,Agrofauna,Nexgard spectra  s 35-75kg 3comp,NEXGARD SPEC S CHWTA/ 3/1875+375MG E
Portugal,Animal Health,Agrofauna,Previcox 227mg 1*30comp - aim:51546,PREVICOX Q DOG CHWTA/ 30/227MG PT
Portugal,Animal Health,Agrofauna,Previcox 227mg 1*10comp aim:51545,PREVICOX Q DOG CHWTA/ 10/227MG PT
Portugal,Animal Health,Agrofauna,Proteq flu te susp inj 10 unid,PROTEQFLU TE  R INVIM/1ML 10/1DS ES/PT
Portugal,Animal Health,Agrofauna,Previcox  57mg 1*30 comp aim:51544,PREVICOX Q DOG CHWTA/ 30/57MG PT
Portugal,Animal Health,Agrofauna,Previcox  57mg 1*10comp - aim:51543,PREVICOX Q DOG CHWTA/ 10/57MG PT
Portugal,Animal Health,Agrofauna,Nexgard spectra l 15-30kg 3comp,NEXGARD SPEC L CHWTA/ 3/75+15MG ES/PT
Portugal,Animal Health,Agrofauna,Nexgard spectra xl 30-60kg 3comp,NEXGARD SPEC XL CHWTA/ 3/150+30MG ES/P
Portugal,Animal Health,Agrofauna,Nexgard spectra xs 2-35kg 3comp,NEXGARD SPEC XS CHWTA/ 3/9375+1875MG
Portugal,Animal Health,Agrofauna,Eurican herpes 205 fl -aim:c709,EURIC HERP 205 INJVI/3ML 1/1DS ES/PT
Portugal,Animal Health,Agrofauna,Nexgard combo l 2.5-7.5kg gatos 3pp,NEXG COMB CAT L TUDLI/09ML 3/ES/PT
Portugal,Animal Health,Agrofauna,Nexgard combo  s < 25kg gatos 3pp,NEXG COMB CAT S TUDLI/03ML 3/ES/PT
Portugal,Animal Health,Agrofauna,Frontpro xl 25-50 kg 3 comp,FRONTPRO XL CHWTA/ 3/136MG PT
Portugal,Animal Health,Agrofauna,Frontpro  s 2-4kg 3 comp,FRONTPRO S CHWTA/ 3/113MG PT
Portugal,Animal Health,Agrofauna,Frontpro  m 4-10 kg 3 comp,FRONTPRO M CHWTA/ 3/283MG PT
Portugal,Animal Health,Agrofauna,Frontpro l 10-25 kg 3 comp,FRONTPRO L CHWTA/ 3/68MG PT
Portugal,Animal Health,Agrofauna,Heartgard 30 plus 272mcg castanho,HGARD PL DOG L CHWTA/ 6/272UG+227MG PT
Portugal,Animal Health,Agrofauna,Heartgard 30 plus 136mcg verde,HGARD PL DOG M CHWTA/ 6/136UG+114MG PT
Portugal,Animal Health,Agrofauna,Heartgard 30 plus  68mcg azul,HGARD PL DOG S CHWTA/ 6/68UG+57MG PT
Portugal,Animal Health,Agrofauna,Front tri-act  m cao 10-20kg 3pp,FTL TRI-ACT M TUDLI/ 3/1352+10096MG/
Portugal,Animal Health,Agrofauna,Front tri-act xs cao 2-5kg 3pp,FTL TRI-ACT XS TUDLI/ 3/338+2524MG/0
Portugal,Animal Health,Agrofauna,Eurican pneumo fl 10ds (pneumodog),EURICAN PNEUMO INJSC/3ML 10/1DS PT
Portugal,Animal Health,Agrofauna,Eurican primo fl 10ds (primodog),EURICAN PRIMO INJSC/3ML 10/1DS PT
Portugal,Animal Health,Agrofauna,Ronaxan  20mg  20comp,RONAXAN CPR TABS/ 20/20MG PT
Portugal,Animal Health,Agrofauna,Ronaxan 100mg  10comp,RONAXAN CPR TABS/ 10/100MG PT
Portugal,Animal Health,Agrofauna,Pexion 400 mg 100 comp,PEXION TABS/ 100/400MG ES
Portugal,Animal Health,Agrofauna,Pexion 100 mg 100 comp,PEXION TABS/ 100/100MG ES
Portugal,Animal Health,Agrofauna,Rabisin  susp inj 10 unid aim382/91,RABISIN ST INJVI/3ML 10/1DS PT
Portugal,Animal Health,Agrofauna,Eqvalan duo 774g,EQVALAN DUO OSOPA/ 1/155+775MG/G ES/
Portugal,Animal Health,Agrofauna,Eqvalan pasta 642grs,EQVALAN OSOPA/ 1/187MG/G PT
Portugal,Animal Health,Agrofauna,Front combo 50mg gato 3pp,FTL COMBO CAT TUDLI/ 3/50+60MG/05ML P
Portugal,Animal Health,Agrofauna,Stomorgyl 10comp,STOMORGYL 10 FICTA/ 10/250+125MG PT
Portugal,Animal Health,Agrofauna,Immiticide 50mg 5,IMMITICIDE INJVI/ 5*1/PT
Portugal,Animal Health,Agrofauna,Front  spray 250ml,FRONTLINE SPRAY PUMPS/250ML 1/25MG/ML
Portugal,Animal Health,Agrofauna,Apelka 5mg oral 30ml,APELKA OLIQU/30ML 1/5MG/ML E/P/I
Portugal,Animal Health,Agrofauna,Vetmedin vet  5mg cp mastig cx100,VETMEDIN VET CHWTA/ 100/5MG ES
Portugal,Animal Health,Agrofauna,Prozinc 40ui/ml susp inj 10ml,PROZINC INJSC/10ML 1/40IU/ML ES
Portugal,Animal Health,Agrofauna,Vetmedin vet  25mg cp masti cx100,VETMEDIN VET CHWTA/ 100/25MG ES
Portugal,Animal Health,Agrofauna,Front  spray 100ml,FRONTLINE SPRAY PUMPS/100ML 1/25MG/ML
Portugal,Animal Health,Agrofauna,Semintra 4mg 30ml,SEMINTRA LIQUI/30ML 1/4MG/ML ES
Portugal,Animal Health,Agrofauna,Vetmedin vet  125 cp mastig cx100,VETMEDIN VET CHWTA/ 100/125MG ES
Portugal,Animal Health,Agrofauna,Eurican dap l multi cx 10ds,EUR DAP L MULT INJSC/3ML 10/1DS FR
Portugal,Animal Health,Agrofauna,Front tri-act xl cao 40-60kg 3p,FTL TRI-ACT XL TUDLI/ 3/4056+30288MG
Portugal,Animal Health,Agrofauna,Front tri-act l cao 20-40kg 3pp,FTL TRI-ACT L TUDLI/ 3/2704+20192MG/
Portugal,Animal Health,Agrofauna,Front tri-act  s cao 5-10kg 3pp,FTL TRI-ACT S TUDLI/ 3/676+5048MG/ML
Portugal,Animal Health,Agrofauna,Front  combo mono 268mg 20/40kg(l),FTL COMBO DOG L TUDLI/ 1/268+2412/26
Portugal,Animal Health,Agrofauna,Front combo  67mg cao 01/10kg (s),FTL COMBO DOG S TUDLI/ 3/67+603MG/06
Portugal,Animal Health,Agrofauna,Front  combo mono 402mg 40/60kg xl,FTL CMBO DOG XL TUDLI/ 1/402+3618MG/4
Portugal,Animal Health,Agrofauna,Purevax rcp  ch felv  susp inj 10 u,PVAX RCPCH FELV INJVI/3ML 10/1DS ES
Portugal,Animal Health,Agrofauna,Front combo 268mg cao 20/40kg (l),FTL COMBO DOG L TUDLI/ 3/268+2412/26
Portugal,Animal Health,Agrofauna,Zzz imalgene 1000  10ml aim 50287,IMALGENE 1000 INJVI/10ML 1/1G/10ML PT
Portugal,Animal Health,Agrofauna,Zzz broadline l  25kg - 75kg,BROADLINE CAT L TUDLI/ 3/ES/PT
Portugal,Animal Health,Agrofauna,Broadline  s  06kg a 25kg,BROADLINE CAT S TUDLI/ 3/ES/PT
Portugal,Animal Health,Agrofauna,Front  combo mono 50mg gatos,FTL COMBO CAT TUDLI/ 1/50+60MG/05ML F
Portugal,Animal Health,Agrofauna,Front  combo mono 134mg 10/20kg (m),FTL COMBO DOG M TUDLI/ 1/134+1206MG/1
Portugal,Animal Health,Agrofauna,Front  combo mono  67mg 01/10kg (s),FTL COMBO DOG S TUDLI/ 1/67+603MG/06
Portugal,Animal Health,Agrofauna,Vetmedin inj 075mg/ml-5ml,VETMEDIN LIINJ/5ML 1/075MG/ML ES
Portugal,Animal Health,Agrofauna,Ivomec f  50ml,IVOMEC F INJSC/50ML 1/10+100MG/ML PT
Portugal,Animal Health,Agrofauna,Ivomec 10mg/ml sol inj 50ml,IVOMEC CATTLE INJSC/50ML 1/10MG/ML PT
Portugal,Animal Health,Agrofauna,Ivomec f  200ml,IVOMEC F INJSC/200ML 1/10+100MG/ML PT
Portugal,Animal Health,Agrofauna,Monzal 50ml,MONZAL LIINJ/50ML 1/ES/PT
Portugal,Animal Health,Agrofauna,Merilym 3 cx10 ds,MERILYM 3 INJVI/1ML 10/1DS DE/AT
Portugal,Animal Health,Agrofauna,Front combo 134mg cao 10/20kg (m),FTL COMBO DOG M TUDLI/ 3/134+1206MG/1
Portugal,Animal Health,Agrofauna,Ivomec multi espec  200ml,IVOMEC 1% INJSC/200ML 1/10MG/ML PT
Portugal,Animal Health,Agrofauna,Ivomec f 1000ml,IVOMEC F INJSC/1L 1/10+100MG/ML PT
Portugal,Animal Health,Agrofauna,Quentan 50ml,BISOLVON CATTLE LIINJ/50ML 1/300MG/100M
Portugal,Animal Health,Agrofauna,Eurican dappi l multi  cx 10ds,EURICAN DAPPI INJSC/1ML 10/1DS PT
Portugal,Animal Health,Agrofauna,Eurican dap l multi cx 10ds,EURICAN DAP INJVI/1ML 10/1DS PT
Portugal,Animal Health,Agrofauna,Eurican piro 1 ds aim 347/9),EURICAN PIRO INJVI/ 1/1DS PT
Portugal,Animal Health,Agrofauna,Glucantime 5x5ml,GLUCANTIME INJVI/5ML 5*1/300MG/ML PT
Portugal,Animal Health,Agrofauna,Nexgard s 3comp 2 a 4kg,NEXGARD DOG S CHWTA/ 3/113MG ES/PT
Portugal,Animal Health,Agrofauna,Nexgard  m  3comp 4 a 10kg,NEXGARD DOG M CHWTA/ 3/283MG ES/PT
Portugal,Animal Health,Agrofauna,Nexgard  l 3 comp 10 a 25kg,NEXGARD DOG L CHWTA/ 3/68MG ES/PT
Portugal,Animal Health,Agrofauna,Nexgard  xl 3 comp 25 a 50kg,NEXGARD DOG XL CHWTA/ 3/136MG ES/PT
Portugal,Animal Health,Agrofauna,Semintra 4mg 30ml,SEMINTRA LIQUI/30ML 1/4MG/ML ES
Portugal,Animal Health,Agroviseu,Eprinex multi pour-on 5mg 25l,EPRINEX MULTI TOEXL/25L 1/5MG/ML ES/PT
Portugal,Animal Health,Agroviseu,Proteq west nile cx. 2x1dose aue,PROTEQ WEST NIL INJVI/1ML 2/ES/PT
Portugal,Animal Health,Agroviseu,Eurican primo fl 10doses,EURICAN PRIMO INJSC/3ML 10/1DS PT
Portugal,Animal Health,Agroviseu,Eqvalan pasta vet,EQVALAN OSOPA/ 1/187MG/G PT
Portugal,Animal Health,Agroviseu,Vetmedin 10mg -  50comp.mastig.,VETMEDIN VET CHWTA/ 50/10MG ES
Portugal,Animal Health,Agroviseu,Mamyzin secado cx 20  ,MAMYZIN SECADO OSOIN/5ML 20/20+56+20MG
Portugal,Animal Health,Agroviseu,Purevax rcp  cx. 10doses,PUREVAX RCP INJVI/3ML 10/1DS ES
Portugal,Animal Health,Agroviseu,Eurican dap-l multi  10 doses,EUR DAP L MULT INJSC/3ML 10/1DS FR
Portugal,Animal Health,Agroviseu,Quentan inj. 3mg/ml - 50ml,BISOLVON CATTLE LIINJ/50ML 1/300MG/100M
Portugal,Animal Health,Agroviseu,Dindoral  1000 doses,DINDORAL SPF INJVI/5ML 1/1000DS PT
Portugal,Animal Health,Agroviseu,Aviffa rti 1000 doses,AVIFFA RTI INJVI/5ML 1/1000DS PT
Portugal,Animal Health,Agroviseu,Broadline gato 25-75kg  l 3p,BROADLINE CAT L TUDLI/ 3/ES/PT
Portugal,Animal Health,Agroviseu,Purevax rcpch felv cx. 10doses,PVAX RCPCH FELV INJVI/3ML 10/1DS ES
Portugal,Animal Health,Agroviseu,Eprinex multi pour-on 5mg 1l,EPRINEX MULTI TOEXL/1L 1/5MG/ML ES/PT
Portugal,Animal Health,Agroviseu,Reprocyc prss eu 100ml 50 doses,REPROC PRRS EU INVIM/100ML 1/50DS ES/P
Portugal,Animal Health,Agroviseu,Broadline gato <25kg  s 3p,BROADLINE CAT S TUDLI/ 3/ES/PT
Portugal,Animal Health,Agroviseu,Zactran 100ml  ,ZACTRAN INJVI/100ML 1/150MG/ML GR/CY/PT
Portugal,Animal Health,Agroviseu,Bovalto respi 4 -  5 doses,BOVALTO RESPI 4 INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Agroviseu,Benfital plus 24x100g  ,BENFITAL PLUS POWDE/100G 24/ES
Portugal,Animal Health,Agroviseu,Zactran  50ml  ,ZACTRAN INJVI/50ML 1/150MG/ML PT
Portugal,Animal Health,Agroviseu,Eurican dappi-lr 10x1 doses,EURIC DAPPI LR INJVI/3ML 10/1DS FR
Portugal,Animal Health,Agroviseu,Imalgene 1000 - 10ml,IMALGENE 1000 INJVI/10ML 1/1G/10ML PT
Portugal,Animal Health,Agroviseu,Monzal  100mg/ml  50ml,MONZAL LIINJ/50ML 1/ES/PT
Portugal,Animal Health,Agroviseu,Nexgard cao 25-50kg xl  3comp.,NEXGARD DOG XL CHWTA/ 3/136MG ES/PT
Portugal,Animal Health,Agroviseu,Nexgard cao  4-10kg  m  3comp.,NEXGARD DOG M CHWTA/ 3/283MG ES/PT
Portugal,Animal Health,Agroviseu,Nexgard cao  2- 4kg  s  3comp.,NEXGARD DOG S CHWTA/ 3/113MG ES/PT
Portugal,Animal Health,Agroviseu,Eurican piro 1dose,EURICAN PIRO INJVI/3ML 1/1DS PT
Portugal,Animal Health,Agroviseu,Glucantime 300mg 5x5ml,GLUCANTIME INJVI/5ML 5*1/300MG/ML PT
Portugal,Animal Health,Agroviseu,Frontline homegard 250ml,FTL PETCARE HOM PUMPS/250ML 1/GR/CY/PT
Portugal,Animal Health,Agroviseu,Frontline combo gato  6p,FTL COMBO CAT TUDLI/ 6/50+60MG/05ML P
Portugal,Animal Health,Agroviseu,Purevax rcpch cx. 10doses,PUREVAX RCPCH INJVI/3ML 10/1DS ES
Portugal,Animal Health,Agroviseu,Purevax felv  cx. 10doses,PUREVAX FELV INJVI/3ML 10/1DS ES
Portugal,Animal Health,Agroviseu,Eurican dappi-l multi 10 doses,EURDAPPI L MUL INJSC/3ML 10/1DS FR
Portugal,Animal Health,Agroviseu,Nexgard spectra  75-15kg  m 3cp,NEXGARD SPEC M CHWTA/ 3/375+75MG ES/
Portugal,Animal Health,Agroviseu,Nexgard spectra  35-75kg s 3cp,NEXGARD SPEC S CHWTA/ 3/1875+375MG E
Portugal,Animal Health,Agroviseu,Previcox 227mg - 30comp.,PREVICOX Q DOG CHWTA/ 30/227MG PT
Portugal,Animal Health,Agroviseu,Previcox 227mg - 10comp.,PREVICOX Q DOG CHWTA/ 10/227MG PT
Portugal,Animal Health,Agroviseu,Proteq flu te cx. 10 doses,PROTEQFLU TE  R INVIM/1ML 10/1DS ES/PT
Portugal,Animal Health,Agroviseu,Previcox  57mg - 30comp.,PREVICOX Q DOG CHWTA/ 30/57MG PT
Portugal,Animal Health,Agroviseu,Previcox  57mg - 10comp.,PREVICOX Q DOG CHWTA/ 10/57MG PT
Portugal,Animal Health,Agroviseu,Nexgard spectra 15-30kg l 3cp,NEXGARD SPEC L CHWTA/ 3/75+15MG ES/PT
Portugal,Animal Health,Agroviseu,Nexgard spectra 30-60kg  xl 3cp,NEXGARD SPEC XL CHWTA/ 3/150+30MG ES/P
Portugal,Animal Health,Agroviseu,Nexgard spectra  2-35kg  xs 3cp,NEXGARD SPEC XS CHWTA/ 3/9375+1875MG
Portugal,Animal Health,Agroviseu,Zactran 250ml  ,ZACTRAN INJVI/250ML 1/150MG/ML PT
Portugal,Animal Health,Agroviseu,Eurican herpes 205 fl 1dose,EURIC HERP 205 INJVI/3ML 1/1DS ES/PT
Portugal,Animal Health,Agroviseu,Nexgard combo l gato 2.5-7.5kg,NEXG COMB CAT L TUDLI/09ML 3/ES/PT
Portugal,Animal Health,Agroviseu,Nexgard combo s gato -2.5kg,NEXG COMB CAT S TUDLI/03ML 3/ES/PT
Portugal,Animal Health,Agroviseu,Frontpro caes 25-50kg 136mg  xl 3cp,FRONTPRO XL CHWTA/ 3/136MG PT
Portugal,Animal Health,Agroviseu,Frontpro caes  2- 4kg 113mg  s 3cp,FRONTPRO S CHWTA/ 3/113MG PT
Portugal,Animal Health,Agroviseu,Frontpro caes  4-10kg 283mg  m 3cp,FRONTPRO M CHWTA/ 3/283MG PT
Portugal,Animal Health,Agroviseu,Frontpro caes 10-25kg 68mg l 3cp,FRONTPRO L CHWTA/ 3/68MG PT
Portugal,Animal Health,Agroviseu,Heartgard 30 plus 23-45kg cast.,HGARD PL DOG L CHWTA/ 6/272UG+227MG PT
Portugal,Animal Health,Agroviseu,Heartgard 30 plus 12-22kg verde,HGARD PL DOG M CHWTA/ 6/136UG+114MG PT
Portugal,Animal Health,Agroviseu,Heartgard 30 plus  < 11kg azul,HGARD PL DOG S CHWTA/ 6/68UG+57MG PT
Portugal,Animal Health,Agroviseu,Frontline tri-act 40-60kg xl 3p,FTL TRI-ACT XL TUDLI/ 3/4056+30288MG
Portugal,Animal Health,Agroviseu,Frontline tri-act 20-40kg l  3p,FTL TRI-ACT L TUDLI/ 3/2704+20192MG/
Portugal,Animal Health,Agroviseu,Frontline tri-act 10-20kg m  3p,FTL TRI-ACT M TUDLI/ 3/1352+10096MG/
Portugal,Animal Health,Agroviseu,Frontline tri-act  5-10kg s  3p,FTL TRI-ACT S TUDLI/ 3/676+5048MG/ML
Portugal,Animal Health,Agroviseu,Frontline tri-act  2- 5kg xs 3p,FTL TRI-ACT XS TUDLI/ 3/338+2524MG/0
Portugal,Animal Health,Agroviseu,Eurican pneumo 10x1doses,EURICAN PNEUMO INJSC/3ML 10/1DS PT
Portugal,Animal Health,Agroviseu,Ronaxan  20mg  20comp,RONAXAN CPR TABS/ 20/20MG PT
Portugal,Animal Health,Agroviseu,Ronaxan 100mg  10comp,RONAXAN CPR TABS/ 10/100MG PT
Portugal,Animal Health,Agroviseu,Ubrolexin lactaçao 20 inj,UBROLEXIN OSOIN/ 20/20+133MG/G ES/PT
Portugal,Animal Health,Agroviseu,Bovikalc 4x190g,BOVIKALC ODFR/192G 6*4/42G ES
Portugal,Animal Health,Agroviseu,Pexion 400mg - 100comp.,PEXION TABS/ 100/400MG ES
Portugal,Animal Health,Agroviseu,Pexion 100mg - 100comp.,PEXION TABS/ 100/100MG ES
Portugal,Animal Health,Agroviseu,Rabisin 10 frs x 1 dose,RABISIN ST INJVI/3ML 10/1DS PT
Portugal,Animal Health,Agroviseu,Ivomec f bovinos 1000ml,IVOMEC F INJSC/1L 1/10+100MG/ML PT
Portugal,Animal Health,Agroviseu,Eqvalan duo pasta  1 seringa,EQVALAN DUO OSOPA/ 1/155+775MG/G ES/
Portugal,Animal Health,Agroviseu,Ivomec f bovinos  200ml,IVOMEC F INJSC/200ML 1/10+100MG/ML PT
Portugal,Animal Health,Agroviseu,Ivomec f bovinos  500ml,IVOMEC F INJSC/500ML 1/10+100MG/ML PT
Portugal,Animal Health,Agroviseu,Ivomec f bovinos  50ml,IVOMEC F INJSC/50ML 1/10+100MG/ML PT
Portugal,Animal Health,Agroviseu,Ivomec multi especies 10mg  50ml,IVOMEC CATTLE INJSC/50ML 1/10MG/ML PT
Portugal,Animal Health,Agroviseu,Ivomec multi especies 10mg 200ml,IVOMEC 1% INJSC/200ML 1/10MG/ML PT
Portugal,Animal Health,Agroviseu,Ivomec multi especies 10mg 500ml,IVOMEC CATTLE INJSC/500ML 1/10MG/ML PT
Portugal,Animal Health,Agroviseu,Frontline combo cao 40-60kg  1p,FTL CMBO DOG XL TUDLI/ 1/402+3618MG/4
Portugal,Animal Health,Agroviseu,Frontline combo cao 20-40kg  1p,FTL COMBO DOG L TUDLI/ 1/268+2412/26
Portugal,Animal Health,Agroviseu,Frontline combo cao 10-20kg  1p,FTL COMBO DOG M TUDLI/ 1/134+1206MG/1
Portugal,Animal Health,Agroviseu,Frontline combo cao  2-10kg  1p,FTL COMBO DOG S TUDLI/ 1/67+603MG/06
Portugal,Animal Health,Agroviseu,Frontline combo gato  1p,FTL COMBO CAT TUDLI/ 1/50+60MG/05ML F
Portugal,Animal Health,Agroviseu,Frontline combo cao 40-60kg  3p,FTL CMBO DOG XL TUDLI/ 3/402+3618MG/4
Portugal,Animal Health,Agroviseu,Frontline combo cao 20-40kg  3p,FTL COMBO DOG L TUDLI/ 3/268+2412/26
Portugal,Animal Health,Agroviseu,Frontline combo cao 10-20kg  3p,FTL COMBO DOG M TUDLI/ 3/134+1206MG/1
Portugal,Animal Health,Agroviseu,Frontline combo cao  2-10kg  3p,FTL COMBO DOG S TUDLI/ 3/67+603MG/06
Portugal,Animal Health,Agroviseu,Frontline combo gato  3p,FTL COMBO CAT TUDLI/ 3/50+60MG/05ML P
Portugal,Animal Health,Agroviseu,Stomorgyl 10comp,STOMORGYL 10 FICTA/ 10/250+125MG PT
Portugal,Animal Health,Agroviseu,Frontline spray 100ml,FRONTLINE SPRAY PUMPS/100ML 1/25MG/ML
Portugal,Animal Health,Agroviseu,Frontline spray 250ml,FRONTLINE SPRAY PUMPS/250ML 1/25MG/ML
Portugal,Animal Health,Agroviseu,Vetmedin  25mg  - 100comp.mastig.,VETMEDIN VET CHWTA/ 100/25MG ES
Portugal,Animal Health,Agroviseu,Apelka 30ml,APELKA OLIQU/30ML 1/5MG/ML E/P/I
Portugal,Animal Health,Agroviseu,Vetmedin  5mg - 100comp.mastig.,VETMEDIN VET CHWTA/ 100/5MG ES
Portugal,Animal Health,Agroviseu,Prozinc 40ui/ml - 10ml,PROZINC INJSC/10ML 1/40IU/ML ES
Portugal,Animal Health,Agroviseu,Ubroseal  cx. 20 seringas,UBROSEAL OSGEL/4G 20/ES/PT
Portugal,Animal Health,Agroviseu,Nexgard cao 10-25kg  l  3comp.,NEXGARD DOG L CHWTA/ 3/68MG ES/PT
Portugal,Animal Health,Agroviseu,Semintra 4mg - 30ml,SEMINTRA LIQUI/30ML 1/4MG/ML ES
Portugal,Animal Health,Agroviseu,Vetmedin  125mg - 100comp.mastig.*,VETMEDIN VET CHWTA/ 100/125MG ES
Portugal,Animal Health,Agroviseu,Fencovis 10x 1 dose,FENCOVIS INJVI/2ML 10/1DS ES/PT
Portugal,Animal Health,Agroviseu,Ivomec premix suinos 5kg,IVOMEC PREMIX SUBST/5KG 1/06% PT
Portugal,Animal Health,Agroviseu,Senvelgo sol oral 30ml gato,SENVELGO LIQUI/30ML 1/15MG/ML ES/PT
Portugal,Animal Health,Agroviseu,Fencovis  1x 5 doses,FENCOVIS INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Agroviseu,Bovalto respi 3 -  5 doses,BOVALTO RESPI 3 INJVI/10ML 1/5DS ES/PT
Portugal,Animal Health,Agroviseu,Vac. ingelvac circoflex 100doses  *,IV CIRCOFLEX INVIM/100ML 1/100DS ES
Portugal,Animal Health,Agroviseu,Immiticide  25mg/ml  5frascos,IMMITICIDE INJVI/ 5*1/PT
Portugal,Animal Health,Agroviseu,Eprinex multi pour-on 5mg 5l,EPRINEX MULTI TOEXL/5L 1/5MG/ML ES/PT
Portugal,Animal Health,Agroviseu,Equisolon  33mg/g - 180g  ,EQUISOLON POWDE/180G 1/ES/PT
Portugal,Animal Health,Agroviseu,Bovalto respi 3 - 25 doses,BOVALTO RESPI 3 INJVI/50ML 1/25DS ES/P
Portugal,Animal Health,Agroviseu,Zactran 100ml  ,ZACTRAN INJVI/100ML 1/150MG/ML IT/GR/CY
Portugal,Animal Health,Agroviseu,Zactran 250ml  ,ZACTRAN INJVI/250ML 1/150MG/ML ES/PT
Portugal,Animal Health,Agroviseu,Nexgard cao 10-25kg  l  3comp.,NEXGARD DOG L CHWTA/ 3/68MG ES/PT
Portugal,Animal Health,Agroviseu,Nexgard cao  4-10kg  m  3comp.,NEXGARD DOG M CHWTA/ 3/283MG ES/PT
Portugal,Animal Health,Agroviseu,Nexgard cao  2- 4kg  s  3comp.,NEXGARD DOG S CHWTA/ 3/113MG ES/PT
Portugal,Animal Health,Agroviseu,Nexgard cao 25-50kg xl  3comp.,NEXGARD DOG XL CHWTA/ 3/136MG ES/PT
Portugal,Animal Health,Agroviseu,Eurican piro 1dose,EURICAN PIRO INJVI/ 1/1DS PT
Portugal,Animal Health,Agroviseu,Semintra 4mg - 30ml,SEMINTRA LIQUI/30ML 1/4MG/ML ES
Portugal,Animal Health,Agroviseu,Vac. ingelvac circoflex 100doses  *,CIRCOFLEX TP INVIM/100ML 1/100DS ES/PT
Portugal,Animal Health,Agroviseu,Eurican dappi-l multi 10 doses,EURICAN DAPPI INJSC/1ML 10/1DS PT
Portugal,Animal Health,Agroviseu,Eurican dap-l multi  10 doses,EURICAN DAP INJVI/1ML 10/1DS PT
Portugal,Animal Health,Agroviseu,Glucantime 300mg 5x5ml,GLUCANTIME INJVI/5ML 5*1/300MG/ML PT
Portugal,Animal Health,Dinarte Dâmaso & Filhos,Frontline combo cao 10-20 kg 3 pipetas,FTL COMBO DOG M TUDLI/ 3/134+1206MG/1
Portugal,Animal Health,Dinarte Dâmaso & Filhos,Frontline combo cao 10-20 kg 1 pipeta,FTL COMBO DOG M TUDLI/ 1/134+1206MG/1
Portugal,Animal Health,Dinarte Dâmaso & Filhos,Eurican primo fl 10 doses,EURICAN PRIMO INJSC/3ML 10/1DS PT
Portugal,Animal Health,Dinarte Dâmaso & Filhos,Vetmedin injetavel 5 ml,VETMEDIN LIINJ/5ML 1/075MG/ML ES
Portugal,Animal Health,Dinarte Dâmaso & Filhos,Metacan inj 2% 50 ml,METACAM 2% LIINJ/50ML 1/ES/PT
